hisp,race,ST,year,n
Hispanic,African American,1,2015,5667
Hispanic,African American,2,2015,1898
Hispanic,African American,4,2015,16492
Hispanic,African American,5,2015,2137
Hispanic,African American,6,2015,92004
Hispanic,African American,8,2015,12600
Hispanic,African American,9,2015,21208
Hispanic,African American,10,2015,3141
Hispanic,African American,11,2015,5148
Hispanic,African American,12,2015,129928
Hispanic,African American,13,2015,36701
Hispanic,African American,15,2015,2063
Hispanic,African American,17,2015,30504
Hispanic,African American,18,2015,9400
Hispanic,African American,19,2015,2751
Hispanic,African American,20,2015,3130
Hispanic,African American,21,2015,4758
Hispanic,African American,22,2015,9476
Hispanic,African American,23,2015,764
Hispanic,African American,24,2015,24191
Hispanic,African American,25,2015,40505
Hispanic,African American,26,2015,15754
Hispanic,African American,27,2015,6418
Hispanic,African American,28,2015,2667
Hispanic,African American,29,2015,6269
Hispanic,African American,30,2015,213
Hispanic,African American,31,2015,2587
Hispanic,African American,32,2015,11154
Hispanic,African American,33,2015,1436
Hispanic,African American,34,2015,68040
Hispanic,African American,35,2015,6437
Hispanic,African American,36,2015,237505
Hispanic,African American,37,2015,29455
Hispanic,African American,38,2015,549
Hispanic,African American,39,2015,16030
Hispanic,African American,40,2015,5532
Hispanic,African American,41,2015,4312
Hispanic,African American,42,2015,67169
Hispanic,African American,44,2015,7416
Hispanic,African American,45,2015,12514
Hispanic,African American,46,2015,232
Hispanic,African American,47,2015,9026
Hispanic,African American,48,2015,91429
Hispanic,African American,49,2015,2122
Hispanic,African American,51,2015,32676
Hispanic,African American,53,2015,8599
Hispanic,African American,54,2015,583
Hispanic,African American,55,2015,5233
Hispanic,African American,56,2015,31
Hispanic,Asian (PI) American,1,2015,3464
Hispanic,Asian (PI) American,2,2015,1012
Hispanic,Asian (PI) American,4,2015,7206
Hispanic,Asian (PI) American,5,2015,195
Hispanic,Asian (PI) American,6,2015,89214
Hispanic,Asian (PI) American,8,2015,6306
Hispanic,Asian (PI) American,9,2015,488
Hispanic,Asian (PI) American,10,2015,110
Hispanic,Asian (PI) American,11,2015,206
Hispanic,Asian (PI) American,12,2015,11132
Hispanic,Asian (PI) American,13,2015,4678
Hispanic,Asian (PI) American,15,2015,20067
Hispanic,Asian (PI) American,16,2015,71
Hispanic,Asian (PI) American,17,2015,4797
Hispanic,Asian (PI) American,18,2015,1745
Hispanic,Asian (PI) American,19,2015,499
Hispanic,Asian (PI) American,20,2015,2828
Hispanic,Asian (PI) American,21,2015,362
Hispanic,Asian (PI) American,22,2015,720
Hispanic,Asian (PI) American,23,2015,393
Hispanic,Asian (PI) American,24,2015,2849
Hispanic,Asian (PI) American,25,2015,2899
Hispanic,Asian (PI) American,26,2015,1290
Hispanic,Asian (PI) American,27,2015,960
Hispanic,Asian (PI) American,29,2015,1932
Hispanic,Asian (PI) American,30,2015,657
Hispanic,Asian (PI) American,31,2015,615
Hispanic,Asian (PI) American,32,2015,4707
Hispanic,Asian (PI) American,34,2015,8861
Hispanic,Asian (PI) American,35,2015,1733
Hispanic,Asian (PI) American,36,2015,14678
Hispanic,Asian (PI) American,37,2015,4880
Hispanic,Asian (PI) American,38,2015,421
Hispanic,Asian (PI) American,39,2015,3426
Hispanic,Asian (PI) American,40,2015,1092
Hispanic,Asian (PI) American,41,2015,3134
Hispanic,Asian (PI) American,42,2015,6570
Hispanic,Asian (PI) American,44,2015,532
Hispanic,Asian (PI) American,45,2015,332
Hispanic,Asian (PI) American,46,2015,16
Hispanic,Asian (PI) American,47,2015,760
Hispanic,Asian (PI) American,48,2015,12380
Hispanic,Asian (PI) American,49,2015,1002
Hispanic,Asian (PI) American,50,2015,264
Hispanic,Asian (PI) American,51,2015,6194
Hispanic,Asian (PI) American,53,2015,5536
Hispanic,Asian (PI) American,54,2015,65
Hispanic,Asian (PI) American,55,2015,1791
Hispanic,Asian (PI) American,56,2015,54
Hispanic,Native American,1,2015,2221
Hispanic,Native American,2,2015,1966
Hispanic,Native American,4,2015,30320
Hispanic,Native American,5,2015,2664
Hispanic,Native American,6,2015,152742
Hispanic,Native American,8,2015,19799
Hispanic,Native American,9,2015,4065
Hispanic,Native American,10,2015,861
Hispanic,Native American,11,2015,51
Hispanic,Native American,12,2015,13361
Hispanic,Native American,13,2015,12815
Hispanic,Native American,15,2015,2179
Hispanic,Native American,16,2015,5767
Hispanic,Native American,17,2015,15929
Hispanic,Native American,18,2015,1482
Hispanic,Native American,19,2015,3211
Hispanic,Native American,20,2015,4957
Hispanic,Native American,21,2015,1778
Hispanic,Native American,22,2015,2122
Hispanic,Native American,23,2015,491
Hispanic,Native American,24,2015,6464
Hispanic,Native American,25,2015,3165
Hispanic,Native American,26,2015,7808
Hispanic,Native American,27,2015,2981
Hispanic,Native American,28,2015,419
Hispanic,Native American,29,2015,2709
Hispanic,Native American,30,2015,2159
Hispanic,Native American,31,2015,2223
Hispanic,Native American,32,2015,8035
Hispanic,Native American,33,2015,90
Hispanic,Native American,34,2015,8654
Hispanic,Native American,35,2015,17210
Hispanic,Native American,36,2015,30732
Hispanic,Native American,37,2015,14665
Hispanic,Native American,38,2015,1899
Hispanic,Native American,39,2015,6335
Hispanic,Native American,40,2015,13276
Hispanic,Native American,41,2015,13583
Hispanic,Native American,42,2015,14140
Hispanic,Native American,44,2015,1208
Hispanic,Native American,45,2015,1538
Hispanic,Native American,46,2015,3361
Hispanic,Native American,47,2015,1275
Hispanic,Native American,48,2015,74317
Hispanic,Native American,49,2015,5767
Hispanic,Native American,50,2015,443
Hispanic,Native American,51,2015,7293
Hispanic,Native American,53,2015,9171
Hispanic,Native American,55,2015,3366
Hispanic,Native American,56,2015,1106
Hispanic,Other,1,2015,52033
Hispanic,Other,2,2015,16174
Hispanic,Other,4,2015,553930
Hispanic,Other,5,2015,67823
Hispanic,Other,6,2015,5872695
Hispanic,Other,8,2015,256919
Hispanic,Other,9,2015,217516
Hispanic,Other,10,2015,17253
Hispanic,Other,11,2015,40900
Hispanic,Other,12,2015,616486
Hispanic,Other,13,2015,300323
Hispanic,Other,15,2015,76812
Hispanic,Other,16,2015,48751
Hispanic,Other,17,2015,814959
Hispanic,Other,18,2015,151860
Hispanic,Other,19,2015,41727
Hispanic,Other,20,2015,81039
Hispanic,Other,21,2015,40205
Hispanic,Other,22,2015,57994
Hispanic,Other,23,2015,5091
Hispanic,Other,24,2015,255042
Hispanic,Other,25,2015,298265
Hispanic,Other,26,2015,145992
Hispanic,Other,27,2015,99063
Hispanic,Other,28,2015,29373
Hispanic,Other,29,2015,78956
Hispanic,Other,30,2015,7306
Hispanic,Other,31,2015,41505
Hispanic,Other,32,2015,293038
Hispanic,Other,33,2015,5622
Hispanic,Other,34,2015,635427
Hispanic,Other,35,2015,242972
Hispanic,Other,36,2015,1858665
Hispanic,Other,37,2015,327119
Hispanic,Other,38,2015,5162
Hispanic,Other,39,2015,118123
Hispanic,Other,40,2015,132131
Hispanic,Other,41,2015,143900
Hispanic,Other,42,2015,280334
Hispanic,Other,44,2015,65777
Hispanic,Other,45,2015,79939
Hispanic,Other,46,2015,11499
Hispanic,Other,47,2015,92427
Hispanic,Other,48,2015,1694961
Hispanic,Other,49,2015,156479
Hispanic,Other,50,2015,1311
Hispanic,Other,51,2015,227745
Hispanic,Other,53,2015,346554
Hispanic,Other,54,2015,4907
Hispanic,Other,55,2015,116056
Hispanic,Other,56,2015,12878
Hispanic,White American,1,2015,128559
Hispanic,White American,2,2015,30669
Hispanic,White American,4,2015,1490563
Hispanic,White American,5,2015,134771
Hispanic,White American,6,2015,8978250
Hispanic,White American,8,2015,869922
Hispanic,White American,9,2015,311084
Hispanic,White American,10,2015,63787
Hispanic,White American,11,2015,25148
Hispanic,White American,12,2015,4190998
Hispanic,White American,13,2015,595954
Hispanic,White American,15,2015,47336
Hispanic,White American,16,2015,145323
Hispanic,White American,17,2015,1304944
Hispanic,White American,18,2015,273021
Hispanic,White American,19,2015,125880
Hispanic,White American,20,2015,244525
Hispanic,White American,21,2015,98072
Hispanic,White American,22,2015,157076
Hispanic,White American,23,2015,13938
Hispanic,White American,24,2015,283980
Hispanic,White American,25,2015,412225
Hispanic,White American,26,2015,316491
Hispanic,White American,27,2015,169855
Hispanic,White American,28,2015,53166
Hispanic,White American,29,2015,148204
Hispanic,White American,30,2015,26848
Hispanic,White American,31,2015,149530
Hispanic,White American,32,2015,496018
Hispanic,White American,33,2015,37173
Hispanic,White American,34,2015,1042002
Hispanic,White American,35,2015,734057
Hispanic,White American,36,2015,1580517
Hispanic,White American,37,2015,536490
Hispanic,White American,38,2015,17845
Hispanic,White American,39,2015,264143
Hispanic,White American,40,2015,244276
Hispanic,White American,41,2015,346546
Hispanic,White American,42,2015,498882
Hispanic,White American,44,2015,77672
Hispanic,White American,45,2015,167257
Hispanic,White American,46,2015,14720
Hispanic,White American,47,2015,230595
Hispanic,White American,48,2015,8796153
Hispanic,White American,49,2015,243858
Hispanic,White American,50,2015,8655
Hispanic,White American,51,2015,479810
Hispanic,White American,53,2015,516661
Hispanic,White American,54,2015,21326
Hispanic,White American,55,2015,254102
Hispanic,White American,56,2015,43732
Not Hispanic,African American,1,2015,1297795
Not Hispanic,African American,2,2015,25446
Not Hispanic,African American,4,2015,279072
Not Hispanic,African American,5,2015,468676
Not Hispanic,African American,6,2015,2184604
Not Hispanic,African American,8,2015,217089
Not Hispanic,African American,9,2015,359405
Not Hispanic,African American,10,2015,201228
Not Hispanic,African American,11,2015,313065
Not Hispanic,African American,12,2015,3149598
Not Hispanic,African American,13,2015,3161626
Not Hispanic,African American,15,2015,27094
Not Hispanic,African American,16,2015,9337
Not Hispanic,African American,17,2015,1815712
Not Hispanic,African American,18,2015,604443
Not Hispanic,African American,19,2015,101969
Not Hispanic,African American,20,2015,169084
Not Hispanic,African American,21,2015,354268
Not Hispanic,African American,22,2015,1503978
Not Hispanic,African American,23,2015,14752
Not Hispanic,African American,24,2015,1736619
Not Hispanic,African American,25,2015,456162
Not Hispanic,African American,26,2015,1375244
Not Hispanic,African American,27,2015,314087
Not Hispanic,African American,28,2015,1130884
Not Hispanic,African American,29,2015,704118
Not Hispanic,African American,30,2015,5066
Not Hispanic,African American,31,2015,93005
Not Hispanic,African American,32,2015,238747
Not Hispanic,African American,33,2015,16936
Not Hispanic,African American,34,2015,1131786
Not Hispanic,African American,35,2015,38261
Not Hispanic,African American,36,2015,2842224
Not Hispanic,African American,37,2015,2154370
Not Hispanic,African American,38,2015,12718
Not Hispanic,African American,39,2015,1405836
Not Hispanic,African American,40,2015,281213
Not Hispanic,African American,41,2015,71288
Not Hispanic,African American,42,2015,1342289
Not Hispanic,African American,44,2015,56307
Not Hispanic,African American,45,2015,1331148
Not Hispanic,African American,46,2015,12362
Not Hispanic,African American,47,2015,1106335
Not Hispanic,African American,48,2015,3224851
Not Hispanic,African American,49,2015,33300
Not Hispanic,African American,50,2015,8597
Not Hispanic,African American,51,2015,1581949
Not Hispanic,African American,53,2015,254271
Not Hispanic,African American,54,2015,69413
Not Hispanic,African American,55,2015,357819
Not Hispanic,African American,56,2015,4805
Not Hispanic,Asian (PI) American,1,2015,57627
Not Hispanic,Asian (PI) American,2,2015,52881
Not Hispanic,Asian (PI) American,4,2015,222396
Not Hispanic,Asian (PI) American,5,2015,45821
Not Hispanic,Asian (PI) American,6,2015,5629624
Not Hispanic,Asian (PI) American,8,2015,171922
Not Hispanic,Asian (PI) American,9,2015,154681
Not Hispanic,Asian (PI) American,10,2015,37100
Not Hispanic,Asian (PI) American,11,2015,25880
Not Hispanic,Asian (PI) American,12,2015,541460
Not Hispanic,Asian (PI) American,13,2015,388147
Not Hispanic,Asian (PI) American,15,2015,632935
Not Hispanic,Asian (PI) American,16,2015,20494
Not Hispanic,Asian (PI) American,17,2015,669676
Not Hispanic,Asian (PI) American,18,2015,140528
Not Hispanic,Asian (PI) American,19,2015,68732
Not Hispanic,Asian (PI) American,20,2015,84580
Not Hispanic,Asian (PI) American,21,2015,62481
Not Hispanic,Asian (PI) American,22,2015,78875
Not Hispanic,Asian (PI) American,23,2015,14522
Not Hispanic,Asian (PI) American,24,2015,381838
Not Hispanic,Asian (PI) American,25,2015,432204
Not Hispanic,Asian (PI) American,26,2015,289324
Not Hispanic,Asian (PI) American,27,2015,262552
Not Hispanic,Asian (PI) American,28,2015,31392
Not Hispanic,Asian (PI) American,29,2015,119470
Not Hispanic,Asian (PI) American,30,2015,7143
Not Hispanic,Asian (PI) American,31,2015,39915
Not Hispanic,Asian (PI) American,32,2015,245206
Not Hispanic,Asian (PI) American,33,2015,33573
Not Hispanic,Asian (PI) American,34,2015,844000
Not Hispanic,Asian (PI) American,35,2015,30443
Not Hispanic,Asian (PI) American,36,2015,1674666
Not Hispanic,Asian (PI) American,37,2015,267368
Not Hispanic,Asian (PI) American,38,2015,9688
Not Hispanic,Asian (PI) American,39,2015,236221
Not Hispanic,Asian (PI) American,40,2015,81530
Not Hispanic,Asian (PI) American,41,2015,176864
Not Hispanic,Asian (PI) American,42,2015,426527
Not Hispanic,Asian (PI) American,44,2015,35694
Not Hispanic,Asian (PI) American,45,2015,73787
Not Hispanic,Asian (PI) American,46,2015,11016
Not Hispanic,Asian (PI) American,47,2015,105962
Not Hispanic,Asian (PI) American,48,2015,1251751
Not Hispanic,Asian (PI) American,49,2015,90305
Not Hispanic,Asian (PI) American,50,2015,9702
Not Hispanic,Asian (PI) American,51,2015,529474
Not Hispanic,Asian (PI) American,53,2015,609893
Not Hispanic,Asian (PI) American,54,2015,15398
Not Hispanic,Asian (PI) American,55,2015,152328
Not Hispanic,Asian (PI) American,56,2015,6028
Not Hispanic,Native American,1,2015,17332
Not Hispanic,Native American,2,2015,101214
Not Hispanic,Native American,4,2015,276564
Not Hispanic,Native American,5,2015,18976
Not Hispanic,Native American,6,2015,135852
Not Hispanic,Native American,8,2015,27011
Not Hispanic,Native American,9,2015,4298
Not Hispanic,Native American,10,2015,2446
Not Hispanic,Native American,11,2015,1281
Not Hispanic,Native American,12,2015,32259
Not Hispanic,Native American,13,2015,16146
Not Hispanic,Native American,15,2015,2169
Not Hispanic,Native American,16,2015,19012
Not Hispanic,Native American,17,2015,13501
Not Hispanic,Native American,18,2015,13266
Not Hispanic,Native American,19,2015,9792
Not Hispanic,Native American,20,2015,18776
Not Hispanic,Native American,21,2015,8419
Not Hispanic,Native American,22,2015,21070
Not Hispanic,Native American,23,2015,6671
Not Hispanic,Native American,24,2015,9494
Not Hispanic,Native American,25,2015,7308
Not Hispanic,Native American,26,2015,41430
Not Hispanic,Native American,27,2015,51127
Not Hispanic,Native American,28,2015,11086
Not Hispanic,Native American,29,2015,23519
Not Hispanic,Native American,30,2015,66068
Not Hispanic,Native American,31,2015,16441
Not Hispanic,Native American,32,2015,23816
Not Hispanic,Native American,33,2015,1727
Not Hispanic,Native American,34,2015,7955
Not Hispanic,Native American,35,2015,178919
Not Hispanic,Native American,36,2015,42789
Not Hispanic,Native American,37,2015,105810
Not Hispanic,Native American,38,2015,37049
Not Hispanic,Native American,39,2015,15229
Not Hispanic,Native American,40,2015,268409
Not Hispanic,Native American,41,2015,39094
Not Hispanic,Native American,42,2015,13359
Not Hispanic,Native American,44,2015,3332
Not Hispanic,Native American,45,2015,13782
Not Hispanic,Native American,46,2015,65266
Not Hispanic,Native American,47,2015,19147
Not Hispanic,Native American,48,2015,62621
Not Hispanic,Native American,49,2015,31764
Not Hispanic,Native American,50,2015,2295
Not Hispanic,Native American,51,2015,15712
Not Hispanic,Native American,53,2015,82723
Not Hispanic,Native American,54,2015,1625
Not Hispanic,Native American,55,2015,48876
Not Hispanic,Native American,56,2015,11176
Not Hispanic,Other,1,2015,88670
Not Hispanic,Other,2,2015,53347
Not Hispanic,Other,4,2015,148606
Not Hispanic,Other,5,2015,63728
Not Hispanic,Other,6,2015,1195243
Not Hispanic,Other,8,2015,137298
Not Hispanic,Other,9,2015,79407
Not Hispanic,Other,10,2015,25008
Not Hispanic,Other,11,2015,18123
Not Hispanic,Other,12,2015,412700
Not Hispanic,Other,13,2015,214746
Not Hispanic,Other,15,2015,294572
Not Hispanic,Other,16,2015,39193
Not Hispanic,Other,17,2015,241849
Not Hispanic,Other,18,2015,134998
Not Hispanic,Other,19,2015,57098
Not Hispanic,Other,20,2015,79729
Not Hispanic,Other,21,2015,86360
Not Hispanic,Other,22,2015,82698
Not Hispanic,Other,23,2015,30076
Not Hispanic,Other,24,2015,190500
Not Hispanic,Other,25,2015,185714
Not Hispanic,Other,26,2015,243485
Not Hispanic,Other,27,2015,139445
Not Hispanic,Other,28,2015,28376
Not Hispanic,Other,29,2015,138896
Not Hispanic,Other,30,2015,24020
Not Hispanic,Other,31,2015,31094
Not Hispanic,Other,32,2015,110365
Not Hispanic,Other,33,2015,23976
Not Hispanic,Other,34,2015,191331
Not Hispanic,Other,35,2015,37742
Not Hispanic,Other,36,2015,451712
Not Hispanic,Other,37,2015,214220
Not Hispanic,Other,38,2015,20829
Not Hispanic,Other,39,2015,292293
Not Hispanic,Other,40,2015,288163
Not Hispanic,Other,41,2015,147380
Not Hispanic,Other,42,2015,263457
Not Hispanic,Other,44,2015,34090
Not Hispanic,Other,45,2015,95421
Not Hispanic,Other,46,2015,30836
Not Hispanic,Other,47,2015,134986
Not Hispanic,Other,48,2015,460424
Not Hispanic,Other,49,2015,66671
Not Hispanic,Other,50,2015,11468
Not Hispanic,Other,51,2015,261105
Not Hispanic,Other,53,2015,338664
Not Hispanic,Other,54,2015,28259
Not Hispanic,Other,55,2015,109067
Not Hispanic,Other,56,2015,13773
Not Hispanic,White American,1,2015,3205611
Not Hispanic,White American,2,2015,453825
Not Hispanic,White American,4,2015,3802916
Not Hispanic,White American,5,2015,2173413
Not Hispanic,White American,6,2015,14814590
Not Hispanic,White American,8,2015,3737708
Not Hispanic,White American,9,2015,2438734
Not Hispanic,White American,10,2015,595000
Not Hispanic,White American,11,2015,242426
Not Hispanic,White American,12,2015,11173350
Not Hispanic,White American,13,2015,5483724
Not Hispanic,White American,15,2015,326376
Not Hispanic,White American,16,2015,1366982
Not Hispanic,White American,17,2015,7948124
Not Hispanic,White American,18,2015,5288937
Not Hispanic,White American,19,2015,2712240
Not Hispanic,White American,20,2015,2222993
Not Hispanic,White American,21,2015,3768389
Not Hispanic,White American,22,2015,2756715
Not Hispanic,White American,23,2015,1242630
Not Hispanic,White American,24,2015,3115424
Not Hispanic,White American,25,2015,4955975
Not Hispanic,White American,26,2015,7485758
Not Hispanic,White American,27,2015,4443106
Not Hispanic,White American,28,2015,1704970
Not Hispanic,White American,29,2015,4859599
Not Hispanic,White American,30,2015,893469
Not Hispanic,White American,31,2015,1519275
Not Hispanic,White American,32,2015,1459759
Not Hispanic,White American,33,2015,1210075
Not Hispanic,White American,34,2015,5019957
Not Hispanic,White American,35,2015,797335
Not Hispanic,White American,36,2015,11062303
Not Hispanic,White American,37,2015,6388425
Not Hispanic,White American,38,2015,650768
Not Hispanic,White American,39,2015,9255787
Not Hispanic,White American,40,2015,2595716
Not Hispanic,White American,41,2015,3082876
Not Hispanic,White American,42,2015,9889776
Not Hispanic,White American,44,2015,774270
Not Hispanic,White American,45,2015,3120428
Not Hispanic,White American,46,2015,709161
Not Hispanic,White American,47,2015,4899786
Not Hispanic,White American,48,2015,11800227
Not Hispanic,White American,49,2015,2364651
Not Hispanic,White American,50,2015,583307
Not Hispanic,White American,51,2015,5241035
Not Hispanic,White American,53,2015,4998279
Not Hispanic,White American,54,2015,1702552
Not Hispanic,White American,55,2015,4722699
Not Hispanic,White American,56,2015,492524
Hispanic,African American,1,2016,6283
Hispanic,African American,2,2016,777
Hispanic,African American,4,2016,16442
Hispanic,African American,5,2016,2269
Hispanic,African American,6,2016,101072
Hispanic,African American,8,2016,12602
Hispanic,African American,9,2016,23308
Hispanic,African American,10,2016,6330
Hispanic,African American,11,2016,5443
Hispanic,African American,12,2016,152095
Hispanic,African American,13,2016,49280
Hispanic,African American,15,2016,1184
Hispanic,African American,16,2016,1527
Hispanic,African American,17,2016,23494
Hispanic,African American,18,2016,9459
Hispanic,African American,19,2016,5216
Hispanic,African American,20,2016,4860
Hispanic,African American,21,2016,7484
Hispanic,African American,22,2016,12516
Hispanic,African American,23,2016,857
Hispanic,African American,24,2016,28894
Hispanic,African American,25,2016,48371
Hispanic,African American,26,2016,14238
Hispanic,African American,27,2016,5294
Hispanic,African American,28,2016,2075
Hispanic,African American,29,2016,3903
Hispanic,African American,30,2016,423
Hispanic,African American,31,2016,3968
Hispanic,African American,32,2016,9588
Hispanic,African American,33,2016,638
Hispanic,African American,34,2016,61721
Hispanic,African American,35,2016,3839
Hispanic,African American,36,2016,254439
Hispanic,African American,37,2016,35967
Hispanic,African American,38,2016,35
Hispanic,African American,39,2016,19004
Hispanic,African American,40,2016,4199
Hispanic,African American,41,2016,3452
Hispanic,African American,42,2016,52922
Hispanic,African American,44,2016,5745
Hispanic,African American,45,2016,7183
Hispanic,African American,46,2016,56
Hispanic,African American,47,2016,5997
Hispanic,African American,48,2016,87712
Hispanic,African American,49,2016,1520
Hispanic,African American,50,2016,34
Hispanic,African American,51,2016,23652
Hispanic,African American,53,2016,12760
Hispanic,African American,54,2016,1294
Hispanic,African American,55,2016,3103
Hispanic,African American,56,2016,882
Hispanic,Asian (PI) American,1,2016,1501
Hispanic,Asian (PI) American,2,2016,368
Hispanic,Asian (PI) American,4,2016,7274
Hispanic,Asian (PI) American,5,2016,542
Hispanic,Asian (PI) American,6,2016,98397
Hispanic,Asian (PI) American,8,2016,2946
Hispanic,Asian (PI) American,9,2016,3054
Hispanic,Asian (PI) American,11,2016,409
Hispanic,Asian (PI) American,12,2016,11403
Hispanic,Asian (PI) American,13,2016,3606
Hispanic,Asian (PI) American,15,2016,27619
Hispanic,Asian (PI) American,16,2016,2142
Hispanic,Asian (PI) American,17,2016,8463
Hispanic,Asian (PI) American,18,2016,1717
Hispanic,Asian (PI) American,19,2016,696
Hispanic,Asian (PI) American,20,2016,1273
Hispanic,Asian (PI) American,21,2016,1233
Hispanic,Asian (PI) American,22,2016,701
Hispanic,Asian (PI) American,24,2016,1510
Hispanic,Asian (PI) American,25,2016,3247
Hispanic,Asian (PI) American,26,2016,1383
Hispanic,Asian (PI) American,27,2016,1250
Hispanic,Asian (PI) American,28,2016,24
Hispanic,Asian (PI) American,29,2016,3681
Hispanic,Asian (PI) American,30,2016,214
Hispanic,Asian (PI) American,31,2016,717
Hispanic,Asian (PI) American,32,2016,5740
Hispanic,Asian (PI) American,33,2016,215
Hispanic,Asian (PI) American,34,2016,7635
Hispanic,Asian (PI) American,35,2016,3344
Hispanic,Asian (PI) American,36,2016,18155
Hispanic,Asian (PI) American,37,2016,3036
Hispanic,Asian (PI) American,39,2016,2598
Hispanic,Asian (PI) American,40,2016,1087
Hispanic,Asian (PI) American,41,2016,2767
Hispanic,Asian (PI) American,42,2016,3628
Hispanic,Asian (PI) American,44,2016,652
Hispanic,Asian (PI) American,45,2016,1545
Hispanic,Asian (PI) American,46,2016,73
Hispanic,Asian (PI) American,47,2016,1632
Hispanic,Asian (PI) American,48,2016,21903
Hispanic,Asian (PI) American,49,2016,793
Hispanic,Asian (PI) American,51,2016,6483
Hispanic,Asian (PI) American,53,2016,6152
Hispanic,Asian (PI) American,54,2016,54
Hispanic,Asian (PI) American,55,2016,117
Hispanic,Asian (PI) American,56,2016,363
Hispanic,Native American,1,2016,2834
Hispanic,Native American,2,2016,6011
Hispanic,Native American,4,2016,30592
Hispanic,Native American,5,2016,2939
Hispanic,Native American,6,2016,154893
Hispanic,Native American,8,2016,22665
Hispanic,Native American,9,2016,5530
Hispanic,Native American,10,2016,1034
Hispanic,Native American,12,2016,16142
Hispanic,Native American,13,2016,21144
Hispanic,Native American,15,2016,593
Hispanic,Native American,16,2016,6306
Hispanic,Native American,17,2016,16624
Hispanic,Native American,18,2016,5002
Hispanic,Native American,19,2016,1532
Hispanic,Native American,20,2016,3165
Hispanic,Native American,21,2016,212
Hispanic,Native American,22,2016,1051
Hispanic,Native American,23,2016,166
Hispanic,Native American,24,2016,2529
Hispanic,Native American,25,2016,4534
Hispanic,Native American,26,2016,8044
Hispanic,Native American,27,2016,3201
Hispanic,Native American,28,2016,369
Hispanic,Native American,29,2016,3602
Hispanic,Native American,30,2016,4340
Hispanic,Native American,31,2016,2649
Hispanic,Native American,32,2016,6601
Hispanic,Native American,33,2016,169
Hispanic,Native American,34,2016,12670
Hispanic,Native American,35,2016,18281
Hispanic,Native American,36,2016,28955
Hispanic,Native American,37,2016,13155
Hispanic,Native American,38,2016,1886
Hispanic,Native American,39,2016,3057
Hispanic,Native American,40,2016,15870
Hispanic,Native American,41,2016,10344
Hispanic,Native American,42,2016,13698
Hispanic,Native American,44,2016,2340
Hispanic,Native American,45,2016,2009
Hispanic,Native American,46,2016,4364
Hispanic,Native American,47,2016,3891
Hispanic,Native American,48,2016,66672
Hispanic,Native American,49,2016,6748
Hispanic,Native American,51,2016,2644
Hispanic,Native American,53,2016,14436
Hispanic,Native American,54,2016,38
Hispanic,Native American,55,2016,3694
Hispanic,Native American,56,2016,1099
Hispanic,Other,1,2016,72446
Hispanic,Other,2,2016,17924
Hispanic,Other,4,2016,675716
Hispanic,Other,5,2016,93583
Hispanic,Other,6,2016,6252362
Hispanic,Other,8,2016,275676
Hispanic,Other,9,2016,196044
Hispanic,Other,10,2016,17463
Hispanic,Other,11,2016,37939
Hispanic,Other,12,2016,659730
Hispanic,Other,13,2016,307787
Hispanic,Other,15,2016,76443
Hispanic,Other,16,2016,77036
Hispanic,Other,17,2016,904675
Hispanic,Other,18,2016,168926
Hispanic,Other,19,2016,52299
Hispanic,Other,20,2016,85292
Hispanic,Other,21,2016,42293
Hispanic,Other,22,2016,73884
Hispanic,Other,23,2016,4495
Hispanic,Other,24,2016,249574
Hispanic,Other,25,2016,296380
Hispanic,Other,26,2016,153033
Hispanic,Other,27,2016,127648
Hispanic,Other,28,2016,33152
Hispanic,Other,29,2016,76598
Hispanic,Other,30,2016,6112
Hispanic,Other,31,2016,37705
Hispanic,Other,32,2016,315101
Hispanic,Other,33,2016,12135
Hispanic,Other,34,2016,573381
Hispanic,Other,35,2016,247857
Hispanic,Other,36,2016,1873990
Hispanic,Other,37,2016,328416
Hispanic,Other,38,2016,9216
Hispanic,Other,39,2016,129804
Hispanic,Other,40,2016,138390
Hispanic,Other,41,2016,171539
Hispanic,Other,42,2016,320402
Hispanic,Other,44,2016,61576
Hispanic,Other,45,2016,83690
Hispanic,Other,46,2016,6797
Hispanic,Other,47,2016,82385
Hispanic,Other,48,2016,1834659
Hispanic,Other,49,2016,172398
Hispanic,Other,50,2016,5473
Hispanic,Other,51,2016,246767
Hispanic,Other,53,2016,412563
Hispanic,Other,54,2016,5238
Hispanic,Other,55,2016,155972
Hispanic,Other,56,2016,9630
Hispanic,White American,1,2016,115929
Hispanic,White American,2,2016,26164
Hispanic,White American,4,2016,1415631
Hispanic,White American,5,2016,115609
Hispanic,White American,6,2016,8673905
Hispanic,White American,8,2016,866704
Hispanic,White American,9,2016,332733
Hispanic,White American,10,2016,62080
Hispanic,White American,11,2016,30486
Hispanic,White American,12,2016,4288479
Hispanic,White American,13,2016,580543
Hispanic,White American,15,2016,42867
Hispanic,White American,16,2016,119433
Hispanic,White American,17,2016,1224873
Hispanic,White American,18,2016,263059
Hispanic,White American,19,2016,119323
Hispanic,White American,20,2016,242896
Hispanic,White American,21,2016,100669
Hispanic,White American,22,2016,142473
Hispanic,White American,23,2016,14526
Hispanic,White American,24,2016,304050
Hispanic,White American,25,2016,428399
Hispanic,White American,26,2016,315243
Hispanic,White American,27,2016,146411
Hispanic,White American,28,2016,51510
Hispanic,White American,29,2016,156050
Hispanic,White American,30,2016,25607
Hispanic,White American,31,2016,156937
