hisp,race,ST,year,n
Hispanic,Asian (PI) American,53,2014,5248
Hispanic,Asian (PI) American,54,2014,152
Hispanic,Asian (PI) American,55,2014,1419
Hispanic,Asian (PI) American,56,2014,33
Hispanic,Native American,1,2014,2080
Hispanic,Native American,2,2014,1980
Hispanic,Native American,4,2014,26254
Hispanic,Native American,5,2014,1202
Hispanic,Native American,6,2014,150543
Hispanic,Native American,8,2014,28732
Hispanic,Native American,9,2014,2874
Hispanic,Native American,10,2014,834
Hispanic,Native American,11,2014,685
Hispanic,Native American,12,2014,14255
Hispanic,Native American,13,2014,9415
Hispanic,Native American,15,2014,264
Hispanic,Native American,16,2014,3642
Hispanic,Native American,17,2014,14773
Hispanic,Native American,18,2014,1609
Hispanic,Native American,19,2014,1300
Hispanic,Native American,20,2014,2996
Hispanic,Native American,21,2014,2795
Hispanic,Native American,22,2014,3076
Hispanic,Native American,23,2014,204
Hispanic,Native American,24,2014,4899
Hispanic,Native American,25,2014,6237
Hispanic,Native American,26,2014,6474
Hispanic,Native American,27,2014,6605
Hispanic,Native American,28,2014,920
Hispanic,Native American,29,2014,3164
Hispanic,Native American,30,2014,1605
Hispanic,Native American,31,2014,3960
Hispanic,Native American,32,2014,4882
Hispanic,Native American,33,2014,244
Hispanic,Native American,34,2014,3943
Hispanic,Native American,35,2014,17259
Hispanic,Native American,36,2014,34614
Hispanic,Native American,37,2014,6772
Hispanic,Native American,38,2014,497
Hispanic,Native American,39,2014,6495
Hispanic,Native American,40,2014,11530
Hispanic,Native American,41,2014,9382
Hispanic,Native American,42,2014,10442
Hispanic,Native American,44,2014,1633
Hispanic,Native American,45,2014,459
Hispanic,Native American,46,2014,4869
Hispanic,Native American,47,2014,1107
Hispanic,Native American,48,2014,57901
Hispanic,Native American,49,2014,2895
Hispanic,Native American,50,2014,34
Hispanic,Native American,51,2014,4205
Hispanic,Native American,53,2014,16109
Hispanic,Native American,54,2014,120
Hispanic,Native American,55,2014,3734
Hispanic,Native American,56,2014,1268
Hispanic,Other,1,2014,67567
Hispanic,Other,2,2014,14865
Hispanic,Other,4,2014,502116
Hispanic,Other,5,2014,52971
Hispanic,Other,6,2014,5671277
Hispanic,Other,8,2014,264933
Hispanic,Other,9,2014,216037
Hispanic,Other,10,2014,28929
Hispanic,Other,11,2014,31512
Hispanic,Other,12,2014,571662
Hispanic,Other,13,2014,287700
Hispanic,Other,15,2014,73427
Hispanic,Other,16,2014,41941
Hispanic,Other,17,2014,818896
Hispanic,Other,18,2014,163562
Hispanic,Other,19,2014,41008
Hispanic,Other,20,2014,83455
Hispanic,Other,21,2014,46031
Hispanic,Other,22,2014,44632
Hispanic,Other,23,2014,4840
Hispanic,Other,24,2014,209049
Hispanic,Other,25,2014,319656
Hispanic,Other,26,2014,136887
Hispanic,Other,27,2014,84552
Hispanic,Other,28,2014,26351
Hispanic,Other,29,2014,77363
Hispanic,Other,30,2014,6485
Hispanic,Other,31,2014,37821
Hispanic,Other,32,2014,302408
Hispanic,Other,33,2014,8543
Hispanic,Other,34,2014,671157
Hispanic,Other,35,2014,267586
Hispanic,Other,36,2014,1857182
Hispanic,Other,37,2014,344540
Hispanic,Other,38,2014,3649
Hispanic,Other,39,2014,129120
Hispanic,Other,40,2014,129502
Hispanic,Other,41,2014,170315
Hispanic,Other,42,2014,294765
Hispanic,Other,44,2014,56207
Hispanic,Other,45,2014,72708
Hispanic,Other,46,2014,8981
Hispanic,Other,47,2014,108549
Hispanic,Other,48,2014,1691719
Hispanic,Other,49,2014,152095
Hispanic,Other,50,2014,2779
Hispanic,Other,51,2014,196444
Hispanic,Other,53,2014,313396
Hispanic,Other,54,2014,4484
Hispanic,Other,55,2014,121198
Hispanic,Other,56,2014,12573
Hispanic,White American,1,2014,114222
Hispanic,White American,2,2014,31444
Hispanic,White American,4,2014,1509205
Hispanic,White American,5,2014,148533
Hispanic,White American,6,2014,8988088
Hispanic,White American,8,2014,832085
Hispanic,White American,9,2014,298828
Hispanic,White American,10,2014,47996
Hispanic,White American,11,2014,27874
Hispanic,White American,12,2014,4057753
Hispanic,White American,13,2014,572595
Hispanic,White American,15,2014,36106
Hispanic,White American,16,2014,149200
Hispanic,White American,17,2014,1287124
Hispanic,White American,18,2014,253099
Hispanic,White American,19,2014,126494
Hispanic,White American,20,2014,236660
Hispanic,White American,21,2014,89504
Hispanic,White American,22,2014,165247
Hispanic,White American,23,2014,11010
Hispanic,White American,24,2014,309416
Hispanic,White American,25,2014,361285
Hispanic,White American,26,2014,317174
Hispanic,White American,27,2014,182239
Hispanic,White American,28,2014,48745
Hispanic,White American,29,2014,143763
Hispanic,White American,30,2014,25609
Hispanic,White American,31,2014,147003
Hispanic,White American,32,2014,468051
Hispanic,White American,33,2014,31516
Hispanic,White American,34,2014,976911
Hispanic,White American,35,2014,705709
Hispanic,White American,36,2014,1520296
Hispanic,White American,37,2014,506563
Hispanic,White American,38,2014,13317
Hispanic,White American,39,2014,240495
Hispanic,White American,40,2014,230036
Hispanic,White American,41,2014,312437
Hispanic,White American,42,2014,472904
Hispanic,White American,44,2014,76208
Hispanic,White American,45,2014,172006
Hispanic,White American,46,2014,14501
Hispanic,White American,47,2014,203531
Hispanic,White American,48,2014,8556225
Hispanic,White American,49,2014,238899
Hispanic,White American,50,2014,6678
Hispanic,White American,51,2014,495882
Hispanic,White American,53,2014,515082
Hispanic,White American,54,2014,18013
Hispanic,White American,55,2014,237966
Hispanic,White American,56,2014,43353
Not Hispanic,African American,1,2014,1290717
Not Hispanic,African American,2,2014,22786
Not Hispanic,African American,4,2014,271768
Not Hispanic,African American,5,2014,465115
Not Hispanic,African American,6,2014,2142698
Not Hispanic,African American,8,2014,205396
Not Hispanic,African American,9,2014,350507
Not Hispanic,African American,10,2014,200072
Not Hispanic,African American,11,2014,314259
Not Hispanic,African American,12,2014,3087817
Not Hispanic,African American,13,2014,3115397
Not Hispanic,African American,15,2014,29225
Not Hispanic,African American,16,2014,8814
Not Hispanic,African American,17,2014,1817142
Not Hispanic,African American,18,2014,608448
Not Hispanic,African American,19,2014,105384
Not Hispanic,African American,20,2014,163772
Not Hispanic,African American,21,2014,342252
Not Hispanic,African American,22,2014,1496424
Not Hispanic,African American,23,2014,17353
Not Hispanic,African American,24,2014,1749324
Not Hispanic,African American,25,2014,438693
Not Hispanic,African American,26,2014,1369427
Not Hispanic,African American,27,2014,308996
Not Hispanic,African American,28,2014,1129553
Not Hispanic,African American,29,2014,701009
Not Hispanic,African American,30,2014,5595
Not Hispanic,African American,31,2014,86106
Not Hispanic,African American,32,2014,230703
Not Hispanic,African American,33,2014,15617
Not Hispanic,African American,34,2014,1143314
Not Hispanic,African American,35,2014,36930
Not Hispanic,African American,36,2014,2846563
Not Hispanic,African American,37,2014,2131428
Not Hispanic,African American,38,2014,15515
Not Hispanic,African American,39,2014,1405897
Not Hispanic,African American,40,2014,282216
Not Hispanic,African American,41,2014,66776
Not Hispanic,African American,42,2014,1369092
Not Hispanic,African American,44,2014,57976
Not Hispanic,African American,45,2014,1319541
Not Hispanic,African American,46,2014,13647
Not Hispanic,African American,47,2014,1096835
Not Hispanic,African American,48,2014,3148942
Not Hispanic,African American,49,2014,31286
Not Hispanic,African American,50,2014,6297
Not Hispanic,African American,51,2014,1576765
Not Hispanic,African American,53,2014,237278
Not Hispanic,African American,54,2014,69640
Not Hispanic,African American,55,2014,349088
Not Hispanic,African American,56,2014,6801
Not Hispanic,Asian (PI) American,1,2014,58003
Not Hispanic,Asian (PI) American,2,2014,52321
Not Hispanic,Asian (PI) American,4,2014,216679
Not Hispanic,Asian (PI) American,5,2014,44473
Not Hispanic,Asian (PI) American,6,2014,5478247
Not Hispanic,Asian (PI) American,8,2014,158753
Not Hispanic,Asian (PI) American,9,2014,152404
Not Hispanic,Asian (PI) American,10,2014,36433
Not Hispanic,Asian (PI) American,11,2014,25284
Not Hispanic,Asian (PI) American,12,2014,525202
Not Hispanic,Asian (PI) American,13,2014,376040
Not Hispanic,Asian (PI) American,15,2014,648563
Not Hispanic,Asian (PI) American,16,2014,25563
Not Hispanic,Asian (PI) American,17,2014,663109
Not Hispanic,Asian (PI) American,18,2014,129927
Not Hispanic,Asian (PI) American,19,2014,69648
Not Hispanic,Asian (PI) American,20,2014,73126
Not Hispanic,Asian (PI) American,21,2014,56608
Not Hispanic,Asian (PI) American,22,2014,79912
Not Hispanic,Asian (PI) American,23,2014,14617
Not Hispanic,Asian (PI) American,24,2014,367185
Not Hispanic,Asian (PI) American,25,2014,413863
Not Hispanic,Asian (PI) American,26,2014,278642
Not Hispanic,Asian (PI) American,27,2014,256658
Not Hispanic,Asian (PI) American,28,2014,23915
Not Hispanic,Asian (PI) American,29,2014,110056
Not Hispanic,Asian (PI) American,30,2014,8705
Not Hispanic,Asian (PI) American,31,2014,36623
Not Hispanic,Asian (PI) American,32,2014,236168
Not Hispanic,Asian (PI) American,33,2014,33968
Not Hispanic,Asian (PI) American,34,2014,823254
Not Hispanic,Asian (PI) American,35,2014,32156
Not Hispanic,Asian (PI) American,36,2014,1596276
Not Hispanic,Asian (PI) American,37,2014,247733
Not Hispanic,Asian (PI) American,38,2014,7943
Not Hispanic,Asian (PI) American,39,2014,221747
Not Hispanic,Asian (PI) American,40,2014,81160
Not Hispanic,Asian (PI) American,41,2014,170886
Not Hispanic,Asian (PI) American,42,2014,401475
Not Hispanic,Asian (PI) American,44,2014,34902
Not Hispanic,Asian (PI) American,45,2014,69105
Not Hispanic,Asian (PI) American,46,2014,9823
Not Hispanic,Asian (PI) American,47,2014,103313
Not Hispanic,Asian (PI) American,48,2014,1166710
Not Hispanic,Asian (PI) American,49,2014,90191
